mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,text_a,text_b
MFR_000070,nifas silk health center,Oromia,DHIS2_000380,nifas silk dispensary,Oromia,0.5669585466384888,nifas silk health center woreda:Dire Dawa region:Oromia zone:Zone 2,nifas silk dispensary woreda:Bishoftu region:Oromia zone:Zone 1
MFR_000070,nifas silk health center,Oromia,DHIS2_000435,nifas silk health center,Oromia,0.7321785688400269,nifas silk health center woreda:Dire Dawa region:Oromia zone:Zone 2,nifas silk health center woreda:Dukem region:Oromia zone:Zone 2
MFR_000071,dessie hospital,SNNPR,DHIS2_000071,dessi hospitalital,SNNPR,0.9313268661499023,dessie hospital woreda:Butajira region:SNNPR zone:Zone 1,dessi hospitalital woreda:Butajira region:SNNPR zone:Zone 1
MFR_000071,dessie hospital,SNNPR,DHIS2_000385,dessie health post,SNNPR,0.6209303140640259,dessie hospital woreda:Butajira region:SNNPR zone:Zone 1,dessie health post woreda:Hosaena region:SNNPR zone:Zone 4
MFR_000071,dessie hospital,SNNPR,DHIS2_000046,dessi hospitalital,SNNPR,0.6209375858306885,dessie hospital woreda:Butajira region:SNNPR zone:Zone 1,dessi hospitalital woreda:Hawassa region:SNNPR zone:Zone 5
MFR_000071,dessie hospital,SNNPR,DHIS2_000224,dessie health post,SNNPR,0.7260115146636963,dessie hospital woreda:Butajira region:SNNPR zone:Zone 1,dessie health post woreda:Arba Minch region:SNNPR zone:Zone 1
MFR_000071,dessie hospital,SNNPR,DHIS2_000165,dessie referral hospital,SNNPR,0.6918818950653076,dessie hospital woreda:Butajira region:SNNPR zone:Zone 1,dessie referral hospital woreda:Hawassa region:SNNPR zone:Zone 3
MFR_000072,adama referral hospital,Addis Ababa,DHIS2_000209,adama hospital,Addis Ababa,0.9002426266670227,adama referral hospital woreda:Kirkos region:Addis Ababa zone:Zone 3,adama hospital woreda:Kirkos region:Addis Ababa zone:Zone 3
MFR_000072,adama referral hospital,Addis Ababa,DHIS2_000130,adama referral hospitalital,Addis Ababa,0.582248866558075,adama referral hospital woreda:Kirkos region:Addis Ababa zone:Zone 3,adama referral hospitalital woreda:Nifas Silk region:Addis Ababa zone:Zone 5
MFR_000073,hosaena referral hospital,Addis Ababa,DHIS2_000073,hosaena referral hospital,Addis Ababa,0.9660019278526306,hosaena referral hospital woreda:Arada region:Addis Ababa zone:Zone 5,hosaena referral hospital woreda:Arada region:Addis Ababa zone:Zone 5
MFR_000073,hosaena referral hospital,Addis Ababa,DHIS2_000018,hosaena referral hospitalital,Addis Ababa,0.6626548171043396,hosaena referral hospital woreda:Arada region:Addis Ababa zone:Zone 5,hosaena referral hospitalital woreda:Nifas Silk region:Addis Ababa zone:Zone 3
MFR_000073,hosaena referral hospital,Addis Ababa,DHIS2_000443,hosaena hospitalital,Addis Ababa,0.6239615678787231,hosaena referral hospital woreda:Arada region:Addis Ababa zone:Zone 5,hosaena hospitalital woreda:Lideta region:Addis Ababa zone:Zone 1
MFR_000074,kirkos health post,Addis Ababa,DHIS2_000074,kirkos health post,Addis Ababa,0.9560459852218628,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3
MFR_000074,kirkos health post,Addis Ababa,DHIS2_000077,kirkos health center,Addis Ababa,0.7595569491386414,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2
MFR_000074,kirkos health post,Addis Ababa,DHIS2_000034,kirkos referral hospitalital,Addis Ababa,0.5757747888565063,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3,kirkos referral hospitalital woreda:Lideta region:Addis Ababa zone:Zone 1
MFR_000074,kirkos health post,Addis Ababa,DHIS2_000228,kirkos health post,Addis Ababa,0.65706467628479,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3,kirkos health post woreda:Lideta region:Addis Ababa zone:Zone 1
MFR_000074,kirkos health post,Addis Ababa,DHIS2_000112,kirkos dispensary,Addis Ababa,0.5734450221061707,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3,kirkos dispensary woreda:Bole region:Addis Ababa zone:Zone 4
MFR_000074,kirkos health post,Addis Ababa,DHIS2_000396,kirkos health center,Addis Ababa,0.6071999669075012,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3,kirkos health center woreda:Bole region:Addis Ababa zone:Zone 5
MFR_000075,gondar health center,Addis Ababa,DHIS2_000486,gondar health center,Addis Ababa,0.7366754412651062,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar health center woreda:Nifas Silk region:Addis Ababa zone:Zone 4
MFR_000075,gondar health center,Addis Ababa,DHIS2_000278,gondar dispensary,Addis Ababa,0.6570414304733276,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar dispensary woreda:Lideta region:Addis Ababa zone:Zone 4
MFR_000075,gondar health center,Addis Ababa,DHIS2_000418,gondar hospitalital,Addis Ababa,0.761583685874939,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar hospitalital woreda:Addis Ketema region:Addis Ababa zone:Zone 4
MFR_000075,gondar health center,Addis Ababa,DHIS2_000075,gondar health center,Addis Ababa,0.9497370719909668,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2
MFR_000075,gondar health center,Addis Ababa,DHIS2_000235,gondar health center,Addis Ababa,0.8081733584403992,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 3
MFR_000075,gondar health center,Addis Ababa,DHIS2_000275,gondar referral hospital,Addis Ababa,0.654137372970581,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar referral hospital woreda:Lideta region:Addis Ababa zone:Zone 5
MFR_000075,gondar health center,Addis Ababa,DHIS2_000203,gondar hospital,Addis Ababa,0.8514746427536011,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar hospital woreda:Nifas Silk region:Addis Ababa zone:Zone 2
MFR_000075,gondar health center,Addis Ababa,DHIS2_000402,gondar hospital,Addis Ababa,0.6694814562797546,gondar health center woreda:Addis Ketema region:Addis Ababa zone:Zone 2,gondar hospital woreda:Arada region:Addis Ababa zone:Zone 5
MFR_000076,nifas silk health post,SNNPR,DHIS2_000076,nifas silk health post,SNNPR,0.9215099215507507,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 3,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 3
MFR_000076,nifas silk health post,SNNPR,DHIS2_000030,nifas silk health post,SNNPR,0.7169187068939209,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 3,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 1
MFR_000076,nifas silk health post,SNNPR,DHIS2_000113,nifas silk health center,SNNPR,0.8270019888877869,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 3,nifas silk health center woreda:Butajira region:SNNPR zone:Zone 3
MFR_000076,nifas silk health post,SNNPR,DHIS2_000426,nifas silk dispensary,SNNPR,0.6471757292747498,nifas silk health post woreda:Hosaena region:SNNPR zone:Zone 3,nifas silk dispensary woreda:Butajira region:SNNPR zone:Zone 2
MFR_000077,kirkos health center,Addis Ababa,DHIS2_000074,kirkos health post,Addis Ababa,0.7992495894432068,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2,kirkos health post woreda:Arada region:Addis Ababa zone:Zone 3
MFR_000077,kirkos health center,Addis Ababa,DHIS2_000077,kirkos health center,Addis Ababa,0.9676610827445984,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2
MFR_000077,kirkos health center,Addis Ababa,DHIS2_000034,kirkos referral hospitalital,Addis Ababa,0.6564963459968567,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2,kirkos referral hospitalital woreda:Lideta region:Addis Ababa zone:Zone 1
MFR_000077,kirkos health center,Addis Ababa,DHIS2_000228,kirkos health post,Addis Ababa,0.6759247779846191,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2,kirkos health post woreda:Lideta region:Addis Ababa zone:Zone 1
MFR_000077,kirkos health center,Addis Ababa,DHIS2_000112,kirkos dispensary,Addis Ababa,0.6395702958106995,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2,kirkos dispensary woreda:Bole region:Addis Ababa zone:Zone 4
MFR_000077,kirkos health center,Addis Ababa,DHIS2_000396,kirkos health center,Addis Ababa,0.6763005256652832,kirkos health center woreda:Arada region:Addis Ababa zone:Zone 2,kirkos health center woreda:Bole region:Addis Ababa zone:Zone 5
MFR_000078,hawassa health post,SNNPR,DHIS2_000078,hawass health post,SNNPR,0.923674464225769,hawassa health post woreda:Hosaena region:SNNPR zone:Zone 4,hawass health post woreda:Hosaena region:SNNPR zone:Zone 4
MFR_000078,hawassa health post,SNNPR,DHIS2_000254,hawassa health post,SNNPR,0.6505340933799744,hawassa health post woreda:Hosaena region:SNNPR zone:Zone 4,hawassa health post woreda:Butajira region:SNNPR zone:Zone 1
MFR_000078,hawassa health post,SNNPR,DHIS2_000220,hawassa health post,SNNPR,0.6570663452148438,hawassa health post woreda:Hosaena region:SNNPR zone:Zone 4,hawassa health post woreda:Hawassa region:SNNPR zone:Zone 1
MFR_000078,hawassa health post,SNNPR,DHIS2_000201,hawass health center,SNNPR,0.6322972774505615,hawassa health post woreda:Hosaena region:SNNPR zone:Zone 4,hawass health center woreda:Butajira region:SNNPR zone:Zone 2
MFR_000078,hawassa health post,SNNPR,DHIS2_000162,hawassa health post,SNNPR,0.7030297517776489,hawassa health post woreda:Hosaena region:SNNPR zone:Zone 4,hawassa health post woreda:Butajira region:SNNPR zone:Zone 2
MFR_000079,dire dawa health center,Oromia,DHIS2_000409,dire dawa health post,Oromia,0.5950004458427429,dire dawa health center woreda:Dukem region:Oromia zone:Zone 4,dire dawa health post woreda:Adama region:Oromia zone:Zone 3
MFR_000079,dire dawa health center,Oromia,DHIS2_000079,dire dawa health center,Oromia,0.9727796316146851,dire dawa health center woreda:Dukem region:Oromia zone:Zone 4,dire dawa health center woreda:Dukem region:Oromia zone:Zone 4
MFR_000079,dire dawa health center,Oromia,DHIS2_000305,dire dawa health center,Oromia,0.8062766790390015,dire dawa health center woreda:Dukem region:Oromia zone:Zone 4,dire dawa health center woreda:Dukem region:Oromia zone:Zone 2
MFR_000079,dire dawa health center,Oromia,DHIS2_000026,dire dawa general hospitalital,Oromia,0.9478979110717773,dire dawa health center woreda:Dukem region:Oromia zone:Zone 4,dire dawa general hospitalital woreda:Dukem region:Oromia zone:Zone 4
MFR_000079,dire dawa health center,Oromia,DHIS2_000038,dire dawa health center,Oromia,0.7542703151702881,dire dawa health center woreda:Dukem region:Oromia zone:Zone 4,dire dawa health center woreda:Dukem region:Oromia zone:Zone 1
MFR_000080,kirkos health center,SNNPR,DHIS2_000080,kirkos health center,SNNPR,0.9653910994529724,kirkos health center woreda:Hosaena region:SNNPR zone:Zone 1,kirkos health center woreda:Hosaena region:SNNPR zone:Zone 1
MFR_000080,kirkos health center,SNNPR,DHIS2_000047,kirkos general hospitalital,SNNPR,0.7348410487174988,kirkos health center woreda:Hosaena region:SNNPR zone:Zone 1,kirkos general hospitalital woreda:Arba Minch region:SNNPR zone:Zone 2
MFR_000080,kirkos health center,SNNPR,DHIS2_000230,kirkos health center,SNNPR,0.8037499785423279,kirkos health center woreda:Hosaena region:SNNPR zone:Zone 1,kirkos health center woreda:Hawassa region:SNNPR zone:Zone 4
MFR_000080,kirkos health center,SNNPR,DHIS2_000009,kirkos health center,SNNPR,0.7369564771652222,kirkos health center woreda:Hosaena region:SNNPR zone:Zone 1,kirkos health center woreda:Arba Minch region:SNNPR zone:Zone 4
MFR_000081,nifas silk clinic,Oromia,DHIS2_000070,nifas silk health center,Oromia,0.6582220792770386,nifas silk clinic woreda:Modjo region:Oromia zone:Zone 3,nifas silk health center woreda:Dire Dawa region:Oromia zone:Zone 2
MFR_000081,nifas silk clinic,Oromia,DHIS2_000181,nifas silk dispensary,Oromia,0.767453134059906,nifas silk clinic woreda:Modjo region:Oromia zone:Zone 3,nifas silk dispensary woreda:Modjo region:Oromia zone:Zone 2
MFR_000081,nifas silk clinic,Oromia,DHIS2_000479,nifas silk referral hospital,Oromia,0.6498970985412598,nifas silk clinic woreda:Modjo region:Oromia zone:Zone 3,nifas silk referral hospital woreda:Bishoftu region:Oromia zone:Zone 2
MFR_000081,nifas silk clinic,Oromia,DHIS2_000350,nifas silk referral hospital,Oromia,0.5778659582138062,nifas silk clinic woreda:Modjo region:Oromia zone:Zone 3,nifas silk referral hospital woreda:Dukem region:Oromia zone:Zone 5
MFR_000081,nifas silk clinic,Oromia,DHIS2_000380,nifas silk dispensary,Oromia,0.5722891092300415,nifas silk clinic woreda:Modjo region:Oromia zone:Zone 3,nifas silk dispensary woreda:Bishoftu region:Oromia zone:Zone 1
MFR_000081,nifas silk clinic,Oromia,DHIS2_000435,nifas silk health center,Oromia,0.6303530931472778,nifas silk clinic woreda:Modjo region:Oromia zone:Zone 3,nifas silk health center woreda:Dukem region:Oromia zone:Zone 2
MFR_000082,dessie health post,Amhara,DHIS2_000451,dessie health center,Amhara,0.6993626952171326,dessie health post woreda:Dessie region:Amhara zone:Zone 5,dessie health center woreda:Gondar region:Amhara zone:Zone 2
MFR_000082,dessie health post,Amhara,DHIS2_000117,dessie health center,Amhara,0.7002787590026855,dessie health post woreda:Dessie region:Amhara zone:Zone 5,dessie health center woreda:Dessie region:Amhara zone:Zone 1
MFR_000082,dessie health post,Amhara,DHIS2_000159,dessi health center,Amhara,0.6023249626159668,dessie health post woreda:Dessie region:Amhara zone:Zone 5,dessi health center woreda:Gondar region:Amhara zone:Zone 3
MFR_000082,dessie health post,Amhara,DHIS2_000450,duke health center,Amhara,0.46243685483932495,dessie health post woreda:Dessie region:Amhara zone:Zone 5,duke health center woreda:Gondar region:Amhara zone:Zone 2
MFR_000082,dessie health post,Amhara,DHIS2_000082,dessie health post,Amhara,0.958622395992279,dessie health post woreda:Dessie region:Amhara zone:Zone 5,dessie health post woreda:Dessie region:Amhara zone:Zone 5
MFR_000082,dessie health post,Amhara,DHIS2_000285,dessie health center,Amhara,0.6734974384307861,dessie health post woreda:Dessie region:Amhara zone:Zone 5,dessie health center woreda:Bahir Dar region:Amhara zone:Zone 1
MFR_000082,dessie health post,Amhara,DHIS2_000042,dessie health center,Amhara,0.6840356588363647,dessie health post woreda:Dessie region:Amhara zone:Zone 5,dessie health center woreda:Mekelle region:Amhara zone:Zone 3
MFR_000082,dessie health post,Amhara,DHIS2_000489,dessie health post,Amhara,0.7272629737854004,dessie health post woreda:Dessie region:Amhara zone:Zone 5,dessie health post woreda:Bahir Dar region:Amhara zone:Zone 2
MFR_000083,addis ababa hospital,Addis Ababa,DHIS2_000372,addis ababa referral hospitalital,Addis Ababa,0.5732141137123108,addis ababa hospital woreda:Lideta region:Addis Ababa zone:Zone 2,addis ababa referral hospitalital woreda:Bole region:Addis Ababa zone:Zone 5
MFR_000083,addis ababa hospital,Addis Ababa,DHIS2_000335,addis ababa health center,Addis Ababa,0.6677441000938416,addis ababa hospital woreda:Lideta region:Addis Ababa zone:Zone 2,addis ababa health center woreda:Addis Ketema region:Addis Ababa zone:Zone 3
MFR_000083,addis ababa hospital,Addis Ababa,DHIS2_000083,addis ababa hospitalital,Addis Ababa,0.9324749112129211,addis ababa hospital woreda:Lideta region:Addis Ababa zone:Zone 2,addis ababa hospitalital woreda:Lideta region:Addis Ababa zone:Zone 2
MFR_000083,addis ababa hospital,Addis Ababa,DHIS2_000250,addis ababa general hospitalital,Addis Ababa,0.6200463175773621,addis ababa hospital woreda:Lideta region:Addis Ababa zone:Zone 2,addis ababa general hospitalital woreda:Addis Ketema region:Addis Ababa zone:Zone 5
MFR_000083,addis ababa hospital,Addis Ababa,DHIS2_000273,addis ababa referral hospital,Addis Ababa,0.6298282146453857,addis ababa hospital woreda:Lideta region:Addis Ababa zone:Zone 2,addis ababa referral hospital woreda:Bole region:Addis Ababa zone:Zone 4
MFR_000083,addis ababa hospital,Addis Ababa,DHIS2_000284,addis ababa health center,Addis Ababa,0.5961003303527832,addis ababa hospital woreda:Lideta region:Addis Ababa zone:Zone 2,addis ababa health center woreda:Bole region:Addis Ababa zone:Zone 1
MFR_000083,addis ababa hospital,Addis Ababa,DHIS2_000422,addis ababa health center,Addis Ababa,0.746463418006897,addis ababa hospital woreda:Lideta region:Addis Ababa zone:Zone 2,addis ababa health center woreda:Kirkos region:Addis Ababa zone:Zone 2
MFR_000084,dukem dispensary,Oromia,DHIS2_000269,dukem general hospital,Oromia,0.5174474716186523,dukem dispensary woreda:Adama region:Oromia zone:Zone 5,dukem general hospital woreda:Dire Dawa region:Oromia zone:Zone 2
MFR_000084,dukem dispensary,Oromia,DHIS2_000108,dukem clinic,Oromia,0.5603101253509521,dukem dispensary woreda:Adama region:Oromia zone:Zone 5,dukem clinic woreda:Bishoftu region:Oromia zone:Zone 4
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000085,addis ababa clinic,SNNPR,0.9486284255981445,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000061,addis ababa general hospital,SNNPR,0.7897301316261292,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addis ababa general hospital woreda:Arba Minch region:SNNPR zone:Zone 3
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000383,addi ababa health center,SNNPR,0.6298983097076416,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addi ababa health center woreda:Hosaena region:SNNPR zone:Zone 1
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000066,addis ababa hospitalital,SNNPR,0.6779064536094666,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addis ababa hospitalital woreda:Butajira region:SNNPR zone:Zone 3
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000179,addis ababa dispensary,SNNPR,0.8079556822776794,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addis ababa dispensary woreda:Hawassa region:SNNPR zone:Zone 2
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000129,addis ababa hospital,SNNPR,0.8153024911880493,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addis ababa hospital woreda:Hosaena region:SNNPR zone:Zone 2
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000213,addis ababa health post,SNNPR,0.783337414264679,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addis ababa health post woreda:Hosaena region:SNNPR zone:Zone 2
MFR_000085,addis ababa clinic,SNNPR,DHIS2_000296,addis ababa general hospitalital,SNNPR,0.6478113532066345,addis ababa clinic woreda:Arba Minch region:SNNPR zone:Zone 2,addis ababa general hospitalital woreda:Butajira region:SNNPR zone:Zone 4
MFR_000086,hawassa clinic,SNNPR,DHIS2_000086,hawass clinic,SNNPR,0.9250783324241638,hawassa clinic woreda:Arba Minch region:SNNPR zone:Zone 3,hawass clinic woreda:Arba Minch region:SNNPR zone:Zone 3
MFR_000087,hawassa referral hospital,Amhara,DHIS2_000087,hawassa referral hospitalital,Amhara,0.9319770932197571,hawassa referral hospital woreda:Bahir Dar region:Amhara zone:Zone 5,hawassa referral hospitalital woreda:Bahir Dar region:Amhara zone:Zone 5
MFR_000087,hawassa referral hospital,Amhara,DHIS2_000007,hawass referral hospital,Amhara,0.558061957359314,hawassa referral hospital woreda:Bahir Dar region:Amhara zone:Zone 5,hawass referral hospital woreda:Mekelle region:Amhara zone:Zone 2
MFR_000088,addis ababa general hospital,Oromia,DHIS2_000317,addis ababa clinic,Oromia,0.6833723187446594,addis ababa general hospital woreda:Adama region:Oromia zone:Zone 5,addis ababa clinic woreda:Adama region:Oromia zone:Zone 1
MFR_000088,addis ababa general hospital,Oromia,DHIS2_000491,addis ababa general hospital,Oromia,0.7282012104988098,addis ababa general hospital woreda:Adama region:Oromia zone:Zone 5,addis ababa general hospital woreda:Adama region:Oromia zone:Zone 2
MFR_000088,addis ababa general hospital,Oromia,DHIS2_000313,addis ababa hospitalital,Oromia,0.6093811392784119,addis ababa general hospital woreda:Adama region:Oromia zone:Zone 5,addis ababa hospitalital woreda:Bishoftu region:Oromia zone:Zone 2
MFR_000088,addis ababa general hospital,Oromia,DHIS2_000382,addis ababa health post,Oromia,0.6315634250640869,addis ababa general hospital woreda:Adama region:Oromia zone:Zone 5,addis ababa health post woreda:Adama region:Oromia zone:Zone 1
MFR_000088,addis ababa general hospital,Oromia,DHIS2_000400,addis ababa health post,Oromia,0.588918924331665,addis ababa general hospital woreda:Adama region:Oromia zone:Zone 5,addis ababa health post woreda:Dire Dawa region:Oromia zone:Zone 4
MFR_000088,addis ababa general hospital,Oromia,DHIS2_000013,addis ababa hospitalital,Oromia,0.5996094346046448,addis ababa general hospital woreda:Adama region:Oromia zone:Zone 5,addis ababa hospitalital woreda:Modjo region:Oromia zone:Zone 1
MFR_000089,dire dawa dispensary,Amhara,DHIS2_000427,dire dawa dispensary,Amhara,0.6327885985374451,dire dawa dispensary woreda:Dessie region:Amhara zone:Zone 2,dire dawa dispensary woreda:Bahir Dar region:Amhara zone:Zone 5
MFR_000089,dire dawa dispensary,Amhara,DHIS2_000171,dire dawa dispensary,Amhara,0.9403243064880371,dire dawa dispensary woreda:Dessie region:Amhara zone:Zone 2,dire dawa dispensary woreda:Dessie region:Amhara zone:Zone 2
MFR_000090,addis ababa health post,Amhara,DHIS2_000375,addis ababa clinic,Amhara,0.8536608219146729,addis ababa health post woreda:Mekelle region:Amhara zone:Zone 2,addis ababa clinic woreda:Mekelle region:Amhara zone:Zone 2
MFR_000090,addis ababa health post,Amhara,DHIS2_000263,addis ababa hospital,Amhara,0.8417657613754272,addis ababa health post woreda:Mekelle region:Amhara zone:Zone 2,addis ababa hospital woreda:Mekelle region:Amhara zone:Zone 2
MFR_000090,addis ababa health post,Amhara,DHIS2_000166,addis ababa referral hospital,Amhara,0.6718312501907349,addis ababa health post woreda:Mekelle region:Amhara zone:Zone 2,addis ababa referral hospital woreda:Dessie region:Amhara zone:Zone 2
MFR_000090,addis ababa health post,Amhara,DHIS2_000090,addis ababa health post,Amhara,0.927036702632904,addis ababa health post woreda:Mekelle region:Amhara zone:Zone 2,addis ababa health post woreda:Mekelle region:Amhara zone:Zone 2
MFR_000090,addis ababa health post,Amhara,DHIS2_000423,addis ababa health center,Amhara,0.5675877928733826,addis ababa health post woreda:Mekelle region:Amhara zone:Zone 2,addis ababa health center woreda:Bahir Dar region:Amhara zone:Zone 1
MFR_000090,addis ababa health post,Amhara,DHIS2_000412,addis ababa health post,Amhara,0.6279264092445374,addis ababa health post woreda:Mekelle region:Amhara zone:Zone 2,addis ababa health post woreda:Bahir Dar region:Amhara zone:Zone 4
MFR_000091,dessie referral hospital,Amhara,DHIS2_000496,dessi referral hospital,Amhara,0.7181575298309326,dessie referral hospital woreda:Gondar region:Amhara zone:Zone 4,dessi referral hospital woreda:Bahir Dar region:Amhara zone:Zone 4
MFR_000091,dessie referral hospital,Amhara,DHIS2_000205,dessie referral hospitalital,Amhara,0.68699049949646,dessie referral hospital woreda:Gondar region:Amhara zone:Zone 4,dessie referral hospitalital woreda:Dessie region:Amhara zone:Zone 5
MFR_000091,dessie referral hospital,Amhara,DHIS2_000091,dessie referral hospitalital,Amhara,0.9368564486503601,dessie referral hospital woreda:Gondar region:Amhara zone:Zone 4,dessie referral hospitalital woreda:Gondar region:Amhara zone:Zone 4
MFR_000092,hosaena health post,Oromia,DHIS2_000322,hosaena health post,Oromia,0.7846137285232544,hosaena health post woreda:Adama region:Oromia zone:Zone 2,hosaena health post woreda:Adama region:Oromia zone:Zone 4
MFR_000092,hosaena health post,Oromia,DHIS2_000063,hosaena health center,Oromia,0.7352391481399536,hosaena health post woreda:Adama region:Oromia zone:Zone 2,hosaena health center woreda:Adama region:Oromia zone:Zone 1
MFR_000093,nifas silk referral hospital,Amhara,DHIS2_000064,nifas silk hospital,Amhara,0.6557058095932007,nifas silk referral hospital woreda:Gondar region:Amhara zone:Zone 1,nifas silk hospital woreda:Bahir Dar region:Amhara zone:Zone 5
MFR_000093,nifas silk referral hospital,Amhara,DHIS2_000330,nifas silk health center,Amhara,0.667521595954895,nifas silk referral hospital woreda:Gondar region:Amhara zone:Zone 1,nifas silk health center woreda:Bahir Dar region:Amhara zone:Zone 2
MFR_000093,nifas silk referral hospital,Amhara,DHIS2_000455,nifas silk dispensary,Amhara,0.8819758296012878,nifas silk referral hospital woreda:Gondar region:Amhara zone:Zone 1,nifas silk dispensary woreda:Gondar region:Amhara zone:Zone 1
MFR_000093,nifas silk referral hospital,Amhara,DHIS2_000229,nifas silk health post,Amhara,0.6299377083778381,nifas silk referral hospital woreda:Gondar region:Amhara zone:Zone 1,nifas silk health post woreda:Mekelle region:Amhara zone:Zone 2
MFR_000093,nifas silk referral hospital,Amhara,DHIS2_000126,nifas silk clinic,Amhara,0.7487295866012573,nifas silk referral hospital woreda:Gondar region:Amhara zone:Zone 1,nifas silk clinic woreda:Dessie region:Amhara zone:Zone 1
MFR_000093,nifas silk referral hospital,Amhara,DHIS2_000028,nifas silk clinic,Amhara,0.6536411643028259,nifas silk referral hospital woreda:Gondar region:Amhara zone:Zone 1,nifas silk clinic woreda:Mekelle region:Amhara zone:Zone 4
MFR_000094,butajira health post,Oromia,DHIS2_000094,butajira health post,Oromia,0.9519587159156799,butajira health post woreda:Modjo region:Oromia zone:Zone 4,butajira health post woreda:Modjo region:Oromia zone:Zone 4
MFR_000094,butajira health post,Oromia,DHIS2_000398,butajir hospital,Oromia,0.41827768087387085,butajira health post woreda:Modjo region:Oromia zone:Zone 4,butajir hospital woreda:Dukem region:Oromia zone:Zone 2
MFR_000094,butajira health post,Oromia,DHIS2_000449,butajira clinic,Oromia,0.5465115904808044,butajira health post woreda:Modjo region:Oromia zone:Zone 4,butajira clinic woreda:Bishoftu region:Oromia zone:Zone 3
MFR_000094,butajira health post,Oromia,DHIS2_000099,butajira referral hospitalital,Oromia,0.549129843711853,butajira health post woreda:Modjo region:Oromia zone:Zone 4,butajira referral hospitalital woreda:Adama region:Oromia zone:Zone 5
MFR_000094,butajira health post,Oromia,DHIS2_000216,butajir dispensary,Oromia,0.38603538274765015,butajira health post woreda:Modjo region:Oromia zone:Zone 4,butajir dispensary woreda:Dukem region:Oromia zone:Zone 3
MFR_000095,bole health center,Amhara,DHIS2_000095,bole health center,Amhara,0.9655174016952515,bole health center woreda:Bahir Dar region:Amhara zone:Zone 5,bole health center woreda:Bahir Dar region:Amhara zone:Zone 5
MFR_000095,bole health center,Amhara,DHIS2_000109,bole health post,Amhara,0.5219060182571411,bole health center woreda:Bahir Dar region:Amhara zone:Zone 5,bole health post woreda:Mekelle region:Amhara zone:Zone 2
MFR_000095,bole health center,Amhara,DHIS2_000182,bole general hospital,Amhara,0.5147720575332642,bole health center woreda:Bahir Dar region:Amhara zone:Zone 5,bole general hospital woreda:Dessie region:Amhara zone:Zone 2
MFR_000095,bole health center,Amhara,DHIS2_000134,bole health post,Amhara,0.7324909567832947,bole health center woreda:Bahir Dar region:Amhara zone:Zone 5,bole health post woreda:Gondar region:Amhara zone:Zone 5
MFR_000096,dessie health post,Oromia,DHIS2_000407,duke health center,Oromia,0.3093595802783966,dessie health post woreda:Bishoftu region:Oromia zone:Zone 2,duke health center woreda:Dukem region:Oromia zone:Zone 2
