facility_id,facility_name,region,woreda,zone,facility_type,phone,latitude,longitude,owner_type,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
DHIS2_000043,Kirkos Hospitalital,Oromia,Dukem,Zone 1,Hospital,09421609076,3.970475599406372,39.42471712410162,Private,Kirkos Hospitalital,Kirkos Hospitalital,kirkos hospitalital,K622,oromia,zone 1,dukem
DHIS2_000221,Gonda Health Post,Oromia,Bishoftu,Zone 4,Health Post,09882668141,10.238632922560466,38.0584069913313,Public,Gonda Health Post,Gonda Health Post,gonda health post,G534,oromia,zone 4,bishoftu
DHIS2_000177,Bahir Dar Referral Hospitalital,Addis Ababa,Bole,Zone 1,Referral Hospital,09358018519,13.893823835815681,43.86427962189618,Public,Bahir Dar Referral Hospitalital,Bahir Dar Referral Hospitalital,bahir dar referral hospitalital,B636,addis ababa,zone 1,bole
DHIS2_000321,Adam Dispensary,SNNPR,Hosaena,Zone 5,Dispensary,09196278999,12.800186105408617,37.268434526443464,NGO,Adam Dispensary,Adam Dispensary,adam dispensary,A353,snnpr,zone 5,hosaena
DHIS2_000154,Hawass Health Center,Oromia,Dukem,Zone 5,Health Center,09631765239,4.846750876078261,45.23749687485927,NGO,Hawass Health Center,Hawass Health Center,hawass health center,H243,oromia,zone 5,dukem
DHIS2_000232,Bahi Dar Health Center,Amhara,Dessie,Zone 2,Health Center,09387540509,4.396396774625713,45.26174562736787,Private,Bahi Dar Health Center,Bahi Dar Health Center,bahi dar health center,B364,amhara,zone 2,dessie
DHIS2_000228,Kirkos HP,Addis Ababa,Lideta,Zone 1,HP,09799920287,10.483028256033116,34.33686648174025,Public,Kirkos HP,Kirkos Health Post,kirkos health post,K622,addis ababa,zone 1,lideta
DHIS2_000418,Gondar Hospitalital,Addis Ababa,Addis Ketema,Zone 4,Hospital,09169910712,6.681319194265694,38.294377551785345,Private,Gondar Hospitalital,Gondar Hospitalital,gondar hospitalital,G536,addis ababa,zone 4,addis ketema
DHIS2_000204,Adama Health Center,Amhara,Dessie,Zone 1,Health Center,09129397196,7.882895528674448,46.061301755058885,NGO,Adama Health Center,Adama Health Center,adama health center,A354,amhara,zone 1,dessie
DHIS2_000127,Gondar Dispensary,Oromia,Adama,Zone 3,Dispensary,09771658869,9.499610575930403,42.50217329739221,Private,Gondar Dispensary,Gondar Dispensary,gondar dispensary,G536,oromia,zone 3,adama
DHIS2_000330,Nifas Silk Health Center,Amhara,Bahir Dar,Zone 2,HC,09187277157,7.846774370041485,34.16421967097161,Private,Nifas Silk Health Center,Nifas Silk Health Center,nifas silk health center,N122,amhara,zone 2,bahir dar
DHIS2_000032,Dir Dawa Referral Hospitalital,Oromia,Dire Dawa,Zone 1,Referral Hospital,09521326237,13.873185452622648,39.51591548265643,NGO,Dir Dawa Referral Hospitalital,Dir Dawa Referral Hospitalital,dir dawa referral hospitalital,D636,oromia,zone 1,dire dawa
DHIS2_000114,Dire Dawa Referral Hospital,Amhara,Gondar,Zone 1,Referral Hospital,09621292148,5.11664383807468,40.475516591092195,Public,Dire Dawa Referral Hospital,Dire Dawa Referral Hospital,dire dawa referral hospital,D636,amhara,zone 1,gondar
DHIS2_000471,Dessi Health Post,Addis Ababa,Nifas Silk,Zone 5,Health Post,09731223676,14.971539568825879,36.622447278853016,Public,Dessi Health Post,Dessi Health Post,dessi health post,D243,addis ababa,zone 5,nifas silk
DHIS2_000272,Bol Health Center,Addis Ababa,Kirkos,Zone 4,Health Center,09373848248,10.178703528764865,44.03494671358785,Private,Bol Health Center,Bol Health Center,bol health center,B443,addis ababa,zone 4,kirkos
DHIS2_000141,Butajira HC,Addis Ababa,Nifas Silk,Zone 4,HC,09788566365,8.06115191676615,44.930127569386464,NGO,Butajira HC,Butajira Health Center,butajira health center,B326,addis ababa,zone 4,nifas silk
DHIS2_000058,Kirko Health Post,Amhara,Gondar,Zone 2,HP,09733614649,14.354334514580284,44.719440757068035,Public,Kirko Health Post,Kirko Health Post,kirko health post,K624,amhara,zone 2,gondar
DHIS2_000193,Duke Health Post,Oromia,Modjo,Zone 1,Health Post,09566437579,8.30429248539429,37.96334044483758,Public,Duke Health Post,Duke Health Post,duke health post,D243,oromia,zone 1,modjo
DHIS2_000025,Hosaena Health Center,Amhara,Mekelle,Zone 2,HC,09194711896,13.052521270887937,43.13535175558921,NGO,Hosaena Health Center,Hosaena Health Center,hosaena health center,H254,amhara,zone 2,mekelle
DHIS2_000018,Hosaena Referral Hospitalital,Addis Ababa,Nifas Silk,Zone 3,Referral Hospital,09531200096,9.128967630930788,39.261165047231685,Private,Hosaena Referral Hospitalital,Hosaena Referral Hospitalital,hosaena referral hospitalital,H256,addis ababa,zone 3,nifas silk
DHIS2_000266,Bol Health Post,Addis Ababa,Bole,Zone 5,Health Post,09354564078,13.103644457960504,40.054785811526784,Private,Bol Health Post,Bol Health Post,bol health post,B443,addis ababa,zone 5,bole
DHIS2_000067,Butajira Referral Hospitalital,Amhara,Mekelle,Zone 4,Referral Hospital,09867681017,8.467881033428554,42.30198896702305,Private,Butajira Referral Hospitalital,Butajira Referral Hospitalital,butajira referral hospitalital,B326,amhara,zone 4,mekelle
DHIS2_000209,Adama Hospital,Addis Ababa,Kirkos,Zone 3,Hospital,09444125539,7.785873370762806,41.702585538409984,NGO,Adama Hospital,Adama Hospital,adama hospital,A352,addis ababa,zone 3,kirkos
DHIS2_000480,Hosaena Clinic,Amhara,Bahir Dar,Zone 2,Clinic,09370267675,12.633731217894006,47.41380220393237,Private,Hosaena Clinic,Hosaena Clinic,hosaena clinic,H252,amhara,zone 2,bahir dar
DHIS2_000095,Bole Health Center,Amhara,Bahir Dar,Zone 5,Health Center,09641699263,9.3580802781734,43.60845143466667,Private,Bole Health Center,Bole Health Center,bole health center,B443,amhara,zone 5,bahir dar
DHIS2_000254,Hawassa Health Post,SNNPR,Butajira,Zone 1,Health Post,09639009512,4.456637017912877,42.225194520583,Public,Hawassa Health Post,Hawassa Health Post,hawassa health post,H243,snnpr,zone 1,butajira
DHIS2_000267,Dire Dawa Hospital,Amhara,Dessie,Zone 2,Hospital,09723822356,10.956504054005906,33.02819825287366,Private,Dire Dawa Hospital,Dire Dawa Hospital,dire dawa hospital,D632,amhara,zone 2,dessie
DHIS2_000024,Dukem Health Post,Amhara,Gondar,Zone 1,Health Post,09787809459,12.714012553676586,38.229989809375944,Public,Dukem Health Post,Dukem Health Post,dukem health post,D254,amhara,zone 1,gondar
DHIS2_000223,Bahir Dar Hospital,Amhara,Dessie,Zone 2,Hospital,09831814501,3.8391792685132096,42.60252335742249,NGO,Bahir Dar Hospital,Bahir Dar Hospital,bahir dar hospital,B636,amhara,zone 2,dessie
DHIS2_000262,Hosaena General Hospitalital,SNNPR,Butajira,Zone 2,General Hospital,09526413806,9.926073399450601,46.157076622671056,Private,Hosaena General Hospitalital,Hosaena General Hospitalital,hosaena general hospitalital,H252,snnpr,zone 2,butajira
DHIS2_000427,Dire Dawa Dispensary,Amhara,Bahir Dar,Zone 5,Dispensary,09616687666,4.857943351172638,47.17104388174619,NGO,Dire Dawa Dispensary,Dire Dawa Dispensary,dire dawa dispensary,D633,amhara,zone 5,bahir dar
DHIS2_000006,Bole General Hospital,Addis Ababa,Kirkos,Zone 1,General Hospital,09323187277,10.31995989339145,45.49792367604247,Private,Bole General Hospital,Bole General Hospital,bole general hospital,B425,addis ababa,zone 1,kirkos
DHIS2_000117,Dessie Health Center,Amhara,Dessie,Zone 1,Health Center,09823781009,3.4385960141771386,40.08100417664999,Private,Dessie Health Center,Dessie Health Center,dessie health center,D243,amhara,zone 1,dessie
DHIS2_000046,Dessi Hospitalital,SNNPR,Hawassa,Zone 5,Hospital,09679397491,4.129883859222721,37.67119964086941,Private,Dessi Hospitalital,Dessi Hospitalital,dessi hospitalital,D221,snnpr,zone 5,hawassa
DHIS2_000017,Adama General Hospitalital,Oromia,Bishoftu,Zone 1,General Hospital,09399583549,13.881941298549048,37.08198374076953,Public,Adama General Hospitalital,Adama General Hospitalital,adama general hospitalital,A352,oromia,zone 1,bishoftu
DHIS2_000463,Kirkos Health Post,Oromia,Modjo,Zone 4,HP,09610973737,13.231019459260112,41.124696273251395,Private,Kirkos Health Post,Kirkos Health Post,kirkos health post,K622,oromia,zone 4,modjo
DHIS2_000358,Adama Referral Hospital,Oromia,Adama,Zone 2,Referral Hospital,09860894269,5.25411423045329,43.79687180032029,Private,Adama Referral Hospital,Adama Referral Hospital,adama referral hospital,A356,oromia,zone 2,adama
DHIS2_000004,Bahi Dar Health Post,Oromia,Dukem,Zone 5,Health Post,09175285250,7.589543895205953,47.74846328710182,NGO,Bahi Dar Health Post,Bahi Dar Health Post,bahi dar health post,B364,oromia,zone 5,dukem
DHIS2_000219,Dire Dawa General Hospitalital,Amhara,Bahir Dar,Zone 5,General Hospital,09640131276,9.56036895256884,36.479206441739635,Public,Dire Dawa General Hospitalital,Dire Dawa General Hospitalital,dire dawa general hospitalital,D632,amhara,zone 5,bahir dar
DHIS2_000406,Hosaena Clinic,SNNPR,Arba Minch,Zone 3,Clinic,09830462320,12.149794613706636,41.13706505193984,NGO,Hosaena Clinic,Hosaena Clinic,hosaena clinic,H252,snnpr,zone 3,arba minch
DHIS2_000061,Addis Ababa General Hospital,SNNPR,Arba Minch,Zone 3,General Hospital,09698825083,14.83201276587445,44.30067277888413,Public,Addis Ababa General Hospital,Addis Ababa General Hospital,addis ababa general hospital,A321,snnpr,zone 3,arba minch
DHIS2_000111,Bol Referral Hospitalital,SNNPR,Hosaena,Zone 3,Referral Hospital,09690908854,13.049889468029905,37.98219618982409,NGO,Bol Referral Hospitalital,Bol Referral Hospitalital,bol referral hospitalital,B461,snnpr,zone 3,hosaena
DHIS2_000319,Dessie Health Post,Oromia,Modjo,Zone 1,HP,09654607536,5.483910941261121,40.74858942668968,Private,Dessie Health Post,Dessie Health Post,dessie health post,D243,oromia,zone 1,modjo
DHIS2_000429,Bol Health Post,Addis Ababa,Bole,Zone 1,Health Post,09514469353,14.490972181005809,38.98552976463652,Private,Bol Health Post,Bol Health Post,bol health post,B443,addis ababa,zone 1,bole
DHIS2_000030,Nifas Silk Health Post,SNNPR,Hosaena,Zone 1,Health Post,09187633091,10.823535114031205,36.3640396419084,Private,Nifas Silk Health Post,Nifas Silk Health Post,nifas silk health post,N122,snnpr,zone 1,hosaena
DHIS2_000438,Kirkos HC,Amhara,Gondar,Zone 1,HC,09331884601,12.896918848164091,37.385746656182896,Public,Kirkos HC,Kirkos Health Center,kirkos health center,K622,amhara,zone 1,gondar
DHIS2_000472,Modj Hospital,Oromia,Bishoftu,Zone 5,Hospital,09786116475,12.404859012902836,41.492710368376066,NGO,Modj Hospital,Modj Hospital,modj hospital,M322,oromia,zone 5,bishoftu
DHIS2_000027,Gondar Hospital,SNNPR,Hawassa,Zone 3,Hospital,09133448674,13.805016685959966,42.49652185909902,NGO,Gondar Hospital,Gondar Hospital,gondar hospital,G536,snnpr,zone 3,hawassa
DHIS2_000008,Dukem HP,Amhara,Dessie,Zone 4,HP,09844119117,10.174799745733022,46.82811352534675,Public,Dukem HP,Dukem Health Post,dukem health post,D254,amhara,zone 4,dessie
DHIS2_000454,Adam Referral Hospitalital,Amhara,Mekelle,Zone 1,Referral Hospital,09148175224,11.681323948258944,41.03484899021368,NGO,Adam Referral Hospitalital,Adam Referral Hospitalital,adam referral hospitalital,A356,amhara,zone 1,mekelle
DHIS2_000109,Bole HP,Amhara,Mekelle,Zone 2,HP,09769220571,12.481015645489041,33.345339071814564,Public,Bole HP,Bole Health Post,bole health post,B443,amhara,zone 2,mekelle
DHIS2_000038,Dire Dawa HC,Oromia,Dukem,Zone 1,HC,09232268806,13.404867822961243,46.69860828834707,Public,Dire Dawa HC,Dire Dawa Health Center,dire dawa health center,D634,oromia,zone 1,dukem
DHIS2_000158,Hawassa Clinic,Addis Ababa,Bole,Zone 3,Clinic,09362316857,13.594875229649535,40.74118530665425,Private,Hawassa Clinic,Hawassa Clinic,hawassa clinic,H224,addis ababa,zone 3,bole
DHIS2_000490,Bahir Dar Hospital,Oromia,Modjo,Zone 3,Hospital,09891942765,8.741953395071542,44.708340403308206,Private,Bahir Dar Hospital,Bahir Dar Hospital,bahir dar hospital,B636,oromia,zone 3,modjo
DHIS2_000119,Hosaena General Hospitalital,Amhara,Bahir Dar,Zone 2,General Hospital,09391602413,12.03895464896941,37.08452782080449,Public,Hosaena General Hospitalital,Hosaena General Hospitalital,hosaena general hospitalital,H252,amhara,zone 2,bahir dar
DHIS2_000115,Nifas Silk HC,Addis Ababa,Nifas Silk,Zone 4,HC,09445966581,10.962448464200527,35.67053950304627,NGO,Nifas Silk HC,Nifas Silk Health Center,nifas silk health center,N122,addis ababa,zone 4,nifas silk
DHIS2_000176,Butajir Health Center,SNNPR,Arba Minch,Zone 3,Health Center,09898240465,3.1394464788972076,34.08670331691838,Public,Butajir Health Center,Butajir Health Center,butajir health center,B326,snnpr,zone 3,arba minch
DHIS2_000374,Dessie Dispensary,Amhara,Mekelle,Zone 4,Dispensary,09662866880,14.56199089065106,40.785484201943234,NGO,Dessie Dispensary,Dessie Dispensary,dessie dispensary,D232,amhara,zone 4,mekelle
DHIS2_000182,Bole General Hospital,Amhara,Dessie,Zone 2,General Hospital,09630606265,10.929841419591009,41.295021788879374,NGO,Bole General Hospital,Bole General Hospital,bole general hospital,B425,amhara,zone 2,dessie
DHIS2_000145,Hawassa General Hospital,Oromia,Dukem,Zone 3,General Hospital,09885304674,5.22567491492067,38.75945834879589,NGO,Hawassa General Hospital,Hawassa General Hospital,hawassa general hospital,H225,oromia,zone 3,dukem
DHIS2_000370,Hawassa Dispensary,Addis Ababa,Arada,Zone 4,Dispensary,09288797826,4.639210843814071,42.77459640715915,Private,Hawassa Dispensary,Hawassa Dispensary,hawassa dispensary,H232,addis ababa,zone 4,arada
DHIS2_000391,Bahir Dar Hospital,Amhara,Bahir Dar,Zone 3,Hospital,09273065654,5.664910448319847,37.82504984489323,Private,Bahir Dar Hospital,Bahir Dar Hospital,bahir dar hospital,B636,amhara,zone 3,bahir dar
DHIS2_000196,Hawassa HC,Addis Ababa,Addis Ketema,Zone 1,HC,09244761500,4.47564970235552,36.4669636864147,NGO,Hawassa HC,Hawassa Health Center,hawassa health center,H243,addis ababa,zone 1,addis ketema
DHIS2_000405,Gondar Hospitalital,SNNPR,Hosaena,Zone 3,Hospital,09611531064,11.551455997182154,45.251691997584544,NGO,Gondar Hospitalital,Gondar Hospitalital,gondar hospitalital,G536,snnpr,zone 3,hosaena
DHIS2_000276,Gonda Health Post,SNNPR,Butajira,Zone 5,Health Post,09498849481,7.522969976836464,39.92599220418573,Private,Gonda Health Post,Gonda Health Post,gonda health post,G534,snnpr,zone 5,butajira
DHIS2_000455,Nifas Silk Dispensary,Amhara,Gondar,Zone 1,Dispensary,09358206785,9.378928761299917,40.65842693114007,Public,Nifas Silk Dispensary,Nifas Silk Dispensary,nifas silk dispensary,N122,amhara,zone 1,gondar
DHIS2_000142,Modjo General Hospital,Oromia,Dukem,Zone 2,General Hospital,09362879148,3.4440916165859115,41.9440481772308,NGO,Modjo General Hospital,Modjo General Hospital,modjo general hospital,M322,oromia,zone 2,dukem
DHIS2_000366,Kirkos Health Center,Oromia,Dire Dawa,Zone 1,Health Center,09474598446,6.341272899005215,34.94400976793163,Private,Kirkos Health Center,Kirkos Health Center,kirkos health center,K622,oromia,zone 1,dire dawa
DHIS2_000068,Bahir Dar HC,Amhara,Dessie,Zone 3,HC,09484993343,6.191255099570867,38.405176428079024,Private,Bahir Dar HC,Bahir Dar Health Center,bahir dar health center,B636,amhara,zone 3,dessie
DHIS2_000211,Modjo Health Post,Addis Ababa,Addis Ketema,Zone 2,Health Post,09640315282,3.72320868347473,47.01654040208271,Private,Modjo Health Post,Modjo Health Post,modjo health post,M324,addis ababa,zone 2,addis ketema
DHIS2_000169,Hosaena General Hospitalital,Addis Ababa,Bole,Zone 4,General Hospital,09895388417,12.91104918959876,37.47561646484989,Private,Hosaena General Hospitalital,Hosaena General Hospitalital,hosaena general hospitalital,H252,addis ababa,zone 4,bole
DHIS2_000494,Hawassa General Hospital,Addis Ababa,Nifas Silk,Zone 5,General Hospital,09814303677,11.382367502509645,39.2421805146091,Public,Hawassa General Hospital,Hawassa General Hospital,hawassa general hospital,H225,addis ababa,zone 5,nifas silk
DHIS2_000376,Hawass Hospitalital,Oromia,Adama,Zone 2,Hospital,09597087158,6.186993995503273,33.26328545049943,NGO,Hawass Hospitalital,Hawass Hospitalital,hawass hospitalital,H221,oromia,zone 2,adama
DHIS2_000401,Bol Health Post,Addis Ababa,Kirkos,Zone 4,Health Post,09515250295,9.18791287027744,39.94940479909195,NGO,Bol Health Post,Bol Health Post,bol health post,B443,addis ababa,zone 4,kirkos
DHIS2_000273,Addis Ababa Referral Hospital,Addis Ababa,Bole,Zone 4,Referral Hospital,09325697605,10.634128376498794,44.78477427120348,NGO,Addis Ababa Referral Hospital,Addis Ababa Referral Hospital,addis ababa referral hospital,A321,addis ababa,zone 4,bole
DHIS2_000110,Dessi Clinic,SNNPR,Butajira,Zone 5,Clinic,09193700525,13.085275583765075,46.660292973835695,Public,Dessi Clinic,Dessi Clinic,dessi clinic,D224,snnpr,zone 5,butajira
DHIS2_000249,Modjo Referral Hospitalital,SNNPR,Arba Minch,Zone 5,Referral Hospital,09466348502,10.640036186006487,42.20900377140093,NGO,Modjo Referral Hospitalital,Modjo Referral Hospitalital,modjo referral hospitalital,M326,snnpr,zone 5,arba minch
DHIS2_000146,Dessi Health Center,SNNPR,Arba Minch,Zone 4,Health Center,09188414095,7.823170963310906,40.198134304558636,NGO,Dessi Health Center,Dessi Health Center,dessi health center,D243,snnpr,zone 4,arba minch
DHIS2_000093,Nifa Silk Referral Hospital,Amhara,Gondar,Zone 1,Referral Hospital,09345912253,6.094833924539278,35.563313810850985,Private,Nifa Silk Referral Hospital,Nifa Silk Referral Hospital,nifa silk referral hospital,N124,amhara,zone 1,gondar
DHIS2_000153,Hosaena Health Center,SNNPR,Butajira,Zone 3,Health Center,09185785788,9.219124400116707,41.95911108645512,Private,Hosaena Health Center,Hosaena Health Center,hosaena health center,H254,snnpr,zone 3,butajira
DHIS2_000368,Gonda Health Post,Oromia,Dukem,Zone 5,Health Post,09154042449,7.43775907184612,33.78532530281208,Public,Gonda Health Post,Gonda Health Post,gonda health post,G534,oromia,zone 5,dukem
DHIS2_000468,Hosaen General Hospital,Addis Ababa,Addis Ketema,Zone 5,General Hospital,09551130558,5.252668868307024,34.32577420476778,Public,Hosaen General Hospital,Hosaen General Hospital,hosaen general hospital,H252,addis ababa,zone 5,addis ketema
DHIS2_000084,Duke Dispensary,Oromia,Adama,Zone 5,Dispensary,09813125354,8.773744728675519,43.316770756441244,Public,Duke Dispensary,Duke Dispensary,duke dispensary,D232,oromia,zone 5,adama
DHIS2_000246,Gonda HP,Addis Ababa,Kirkos,Zone 3,HP,09241216359,13.375924705685012,36.65216952607301,Public,Gonda HP,Gonda Health Post,gonda health post,G534,addis ababa,zone 3,kirkos
DHIS2_000166,Addis Ababa Referral Hospital,Amhara,Dessie,Zone 2,Referral Hospital,09347214417,7.150596683435481,42.31373276651215,Private,Addis Ababa Referral Hospital,Addis Ababa Referral Hospital,addis ababa referral hospital,A321,amhara,zone 2,dessie
DHIS2_000164,Dire Dawa General Hospitalital,Amhara,Dessie,Zone 4,General Hospital,09783663899,9.495198944113323,47.44488005788492,NGO,Dire Dawa General Hospitalital,Dire Dawa General Hospitalital,dire dawa general hospitalital,D632,amhara,zone 4,dessie
DHIS2_000200,Butajir HC,Amhara,Gondar,Zone 5,HC,09536844511,5.260189005187217,43.96244212306315,NGO,Butajir HC,Butajir Health Center,butajir health center,B326,amhara,zone 5,gondar
DHIS2_000229,Nifas Silk Health Post,Amhara,Mekelle,Zone 2,HP,09146968086,11.504936372915717,33.54240570787143,Public,Nifas Silk Health Post,Nifas Silk Health Post,nifas silk health post,N122,amhara,zone 2,mekelle
DHIS2_000075,Gondar Health Center,Addis Ababa,Addis Ketema,Zone 2,Health Center,09490197726,11.06040821287028,42.27192360686844,Private,Gondar Health Center,Gondar Health Center,gondar health center,G536,addis ababa,zone 2,addis ketema
DHIS2_000479,Nifas Silk Referral Hospital,Oromia,Bishoftu,Zone 2,Referral Hospital,09667889421,9.956713885166696,39.79366605401416,Private,Nifas Silk Referral Hospital,Nifas Silk Referral Hospital,nifas silk referral hospital,N122,oromia,zone 2,bishoftu
DHIS2_000359,Nifa Silk Health Post,Amhara,Mekelle,Zone 4,HP,09278304749,10.64509004497086,40.89417690507304,Public,Nifa Silk Health Post,Nifa Silk Health Post,nifa silk health post,N124,amhara,zone 4,mekelle
DHIS2_000251,Butajir Health Center,Amhara,Gondar,Zone 4,Health Center,09275651053,14.478016779593762,44.062625391885106,NGO,Butajir Health Center,Butajir Health Center,butajir health center,B326,amhara,zone 4,gondar
DHIS2_000120,Hawassa General Hospital,Oromia,Bishoftu,Zone 3,General Hospital,09726701250,10.907087302921816,33.40643988755225,NGO,Hawassa General Hospital,Hawassa General Hospital,hawassa general hospital,H225,oromia,zone 3,bishoftu
DHIS2_000311,Butajira HC,Amhara,Mekelle,Zone 5,HC,09197094903,11.013656198716879,41.898323551610765,Private,Butajira HC,Butajira Health Center,butajira health center,B326,amhara,zone 5,mekelle
DHIS2_000300,Bahi Dar Hospital,SNNPR,Butajira,Zone 4,Hospital,09169565730,4.355318500934082,34.307692017477464,Private,Bahi Dar Hospital,Bahi Dar Hospital,bahi dar hospital,B362,snnpr,zone 4,butajira
DHIS2_000256,Bahir Dar HC,Addis Ababa,Arada,Zone 1,HC,09830536721,4.5371489563944,38.07401258991747,Public,Bahir Dar HC,Bahir Dar Health Center,bahir dar health center,B636,addis ababa,zone 1,arada
DHIS2_000355,Dir Dawa Referral Hospital,Addis Ababa,Arada,Zone 4,Referral Hospital,09766975081,6.594788135446487,34.15293112914245,Private,Dir Dawa Referral Hospital,Dir Dawa Referral Hospital,dir dawa referral hospital,D636,addis ababa,zone 4,arada
DHIS2_000400,Addis Ababa Health Post,Oromia,Dire Dawa,Zone 4,Health Post,09794572348,4.140636546392313,45.401201520393705,Private,Addis Ababa Health Post,Addis Ababa Health Post,addis ababa health post,A321,oromia,zone 4,dire dawa
DHIS2_000226,Hosaen Dispensary,Oromia,Adama,Zone 4,Dispensary,09847201803,12.86167732681304,33.01855019639114,NGO,Hosaen Dispensary,Hosaen Dispensary,hosaen dispensary,H253,oromia,zone 4,adama
DHIS2_000354,Bol Referral Hospital,SNNPR,Hosaena,Zone 5,Referral Hospital,09672451660,6.673648090555119,41.23695504415759,Private,Bol Referral Hospital,Bol Referral Hospital,bol referral hospital,B461,snnpr,zone 5,hosaena
DHIS2_000235,Gondar Health Center,Addis Ababa,Addis Ketema,Zone 3,Health Center,09531609907,10.27503525301173,44.472147013544934,NGO,Gondar Health Center,Gondar Health Center,gondar health center,G536,addis ababa,zone 3,addis ketema
DHIS2_000383,Addi Ababa HC,SNNPR,Hosaena,Zone 1,HC,09367182455,3.094099089263002,42.46382685343745,Private,Addi Ababa HC,Addi Ababa Health Center,addi ababa health center,A311,snnpr,zone 1,hosaena
DHIS2_000275,Gondar Referral Hospital,Addis Ababa,Lideta,Zone 5,Referral Hospital,09515720626,6.2768497196737485,40.77118149358223,NGO,Gondar Referral Hospital,Gondar Referral Hospital,gondar referral hospital,G536,addis ababa,zone 5,lideta
DHIS2_000037,Hawass Health Center,Oromia,Dukem,Zone 5,Health Center,09677607727,13.184037539096092,35.04931997163043,Private,Hawass Health Center,Hawass Health Center,hawass health center,H243,oromia,zone 5,dukem
DHIS2_000197,Kirko Hospitalital,Oromia,Dire Dawa,Zone 2,Hospital,09486794548,4.2397074854881875,41.77006050663883,NGO,Kirko Hospitalital,Kirko Hospitalital,kirko hospitalital,K622,oromia,zone 2,dire dawa
DHIS2_000140,Dukem General Hospital,SNNPR,Butajira,Zone 5,General Hospital,09649678201,14.992241994790017,41.337098721557695,NGO,Dukem General Hospital,Dukem General Hospital,dukem general hospital,D252,snnpr,zone 5,butajira
DHIS2_000365,Dukem Health Center,SNNPR,Butajira,Zone 5,Health Center,09728740105,14.162051585261095,45.66373053608728,Public,Dukem Health Center,Dukem Health Center,dukem health center,D254,snnpr,zone 5,butajira
DHIS2_000245,Dessi HP,SNNPR,Hawassa,Zone 5,HP,09382487614,7.4569028118016885,36.9877670498147,NGO,Dessi HP,Dessi Health Post,dessi health post,D243,snnpr,zone 5,hawassa
DHIS2_000440,Adama Health Center,SNNPR,Hosaena,Zone 1,Health Center,09544325124,14.088322445108794,34.67820924823686,Private,Adama Health Center,Adama Health Center,adama health center,A354,snnpr,zone 1,hosaena
DHIS2_000287,Dire Dawa General Hospital,SNNPR,Hosaena,Zone 4,General Hospital,09888107941,9.545182432882866,33.934096588228286,NGO,Dire Dawa General Hospital,Dire Dawa General Hospital,dire dawa general hospital,D632,snnpr,zone 4,hosaena
DHIS2_000060,Modjo HC,Addis Ababa,Kirkos,Zone 5,HC,09390768647,3.976185367702797,34.27256571127788,Public,Modjo HC,Modjo Health Center,modjo health center,M324,addis ababa,zone 5,kirkos
DHIS2_000112,Kirkos Dispensary,Addis Ababa,Bole,Zone 4,Dispensary,09298121122,5.46695770050765,44.816848330717384,Public,Kirkos Dispensary,Kirkos Dispensary,kirkos dispensary,K622,addis ababa,zone 4,bole
DHIS2_000090,Addis Ababa Health Post,Amhara,Mekelle,Zone 2,Health Post,09499838873,7.545271511415472,38.061702508078774,NGO,Addis Ababa Health Post,Addis Ababa Health Post,addis ababa health post,A321,amhara,zone 2,mekelle
DHIS2_000437,Modjo Hospitalital,SNNPR,Arba Minch,Zone 2,Hospital,09387141179,7.936073597989727,46.105843802733375,Private,Modjo Hospitalital,Modjo Hospitalital,modjo hospitalital,M322,snnpr,zone 2,arba minch
DHIS2_000007,Hawass Referral Hospital,Amhara,Mekelle,Zone 2,Referral Hospital,09513584702,5.495299954418266,41.51550491729987,Private,Hawass Referral Hospital,Hawass Referral Hospital,hawass referral hospital,H261,amhara,zone 2,mekelle
DHIS2_000361,Modj Dispensary,Amhara,Dessie,Zone 2,Dispensary,09716612208,11.9837428095144,37.76380192891675,Public,Modj Dispensary,Modj Dispensary,modj dispensary,M323,amhara,zone 2,dessie
DHIS2_000347,Hosaen Dispensary,SNNPR,Arba Minch,Zone 3,Dispensary,09561493837,7.347217045183093,43.885746948299236,Private,Hosaen Dispensary,Hosaen Dispensary,hosaen dispensary,H253,snnpr,zone 3,arba minch
DHIS2_000339,Nifa Silk HP,Amhara,Mekelle,Zone 5,HP,09554903073,14.761307908965204,40.16817672033363,Private,Nifa Silk HP,Nifa Silk Health Post,nifa silk health post,N124,amhara,zone 5,mekelle
DHIS2_000159,Dessi Health Center,Amhara,Gondar,Zone 3,Health Center,09839342048,13.543559836261895,44.961390324103924,NGO,Dessi Health Center,Dessi Health Center,dessi health center,D243,amhara,zone 3,gondar
DHIS2_000151,Bole Clinic,Oromia,Bishoftu,Zone 5,Clinic,09587921522,14.312781289621508,42.74469973488553,Private,Bole Clinic,Bole Clinic,bole clinic,B424,oromia,zone 5,bishoftu
DHIS2_000178,Gondar Referral Hospitalital,Amhara,Bahir Dar,Zone 2,Referral Hospital,09251965471,10.41786881181743,43.53697455816156,Public,Gondar Referral Hospitalital,Gondar Referral Hospitalital,gondar referral hospitalital,G536,amhara,zone 2,bahir dar
DHIS2_000394,Dukem Health Center,Addis Ababa,Nifas Silk,Zone 3,Health Center,09458710324,12.450589030305352,36.765020748934504,Private,Dukem Health Center,Dukem Health Center,dukem health center,D254,addis ababa,zone 3,nifas silk
