,,name_exact,name_levenshtein,name_jaro_winkler,name_cosine,region_exact,woreda_exact,feature_sum,feature_mean
76,44,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
76,125,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
76,230,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
76,277,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
77,45,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
77,144,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
77,283,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
77,368,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
77,410,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
78,19,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
78,59,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
78,75,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
78,113,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
78,170,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
79,64,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
79,67,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
79,107,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
79,382,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
80,77,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
80,86,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
80,208,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
80,310,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
80,390,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
80,395,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
81,9,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
81,151,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
81,237,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
81,242,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
81,246,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
81,278,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
81,345,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
81,404,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
82,14,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
82,29,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
82,81,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
82,100,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
82,193,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
82,325,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
82,347,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
83,76,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
83,317,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
84,13,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
84,159,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
84,220,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
84,324,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
84,344,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
84,380,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
84,400,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
84,401,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
85,326,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
86,96,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
86,233,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
87,18,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
87,20,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
87,88,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
87,90,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
87,216,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
87,331,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
88,149,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
88,334,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
89,2,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
89,61,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
89,203,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
89,231,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
89,300,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
89,316,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
90,16,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
90,58,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
90,85,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
91,84,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
91,378,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
92,39,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
92,129,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
92,184,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
92,206,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
92,279,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
92,370,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
93,41,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
93,313,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
93,354,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
93,360,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
93,362,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
94,143,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
94,169,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
94,177,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
94,320,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
95,12,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
95,136,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
95,161,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
95,339,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
96,133,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
96,139,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
96,150,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
96,162,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
96,192,0,1.0,1.0,0.0,1,1,4.0,1.1428571428571428
96,263,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
96,268,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
96,418,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
97,66,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
97,104,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
97,119,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
97,154,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
97,186,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
97,223,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
97,349,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
98,41,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
98,313,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
98,354,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
98,360,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
98,362,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
99,145,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
99,157,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
99,204,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
99,403,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
100,69,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
100,355,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
101,8,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
101,28,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
101,48,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
101,153,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
101,305,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
102,84,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
102,378,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
103,137,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
103,245,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
103,280,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
103,363,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
104,64,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
104,67,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
104,107,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
104,382,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
105,10,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
105,83,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
105,106,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
105,132,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
105,417,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
106,66,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
106,104,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
106,119,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
106,154,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
106,186,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
106,223,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
106,349,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
107,76,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
107,136,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
107,317,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
108,143,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
108,169,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
108,320,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
109,194,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
109,252,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
109,402,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
110,160,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
110,218,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
110,273,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
111,1,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
111,24,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
111,44,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
111,125,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
111,230,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
111,277,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
112,97,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
112,163,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
112,294,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
112,376,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
113,131,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
114,87,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
114,174,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
114,250,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
114,414,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
115,23,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
115,189,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
115,308,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
116,9,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
116,151,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
116,237,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
116,242,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
116,246,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
116,278,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
116,345,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
116,356,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
116,404,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
117,118,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
117,367,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
118,6,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
118,142,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
118,173,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
119,178,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
119,211,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
120,141,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
120,309,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
121,79,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
121,102,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
121,239,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
121,298,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
121,333,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
122,269,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
122,373,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
123,5,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
123,93,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
123,261,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
124,7,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
125,39,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
125,129,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
125,184,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
125,197,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
125,206,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
125,279,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
125,370,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
126,31,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
126,105,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
126,128,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
126,295,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
126,301,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
127,146,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
127,167,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
127,314,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
128,13,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
128,159,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
128,324,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
128,344,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
128,380,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
128,400,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
128,401,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
129,141,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
129,284,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
130,13,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
130,159,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
130,324,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
130,344,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
130,380,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
130,400,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
130,401,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
131,19,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
131,25,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
131,52,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
131,113,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
132,77,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
132,86,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
132,208,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
132,310,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
132,390,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
132,395,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
133,143,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
133,169,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
133,320,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
134,224,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
134,225,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
134,340,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
135,153,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
135,257,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
135,352,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
135,359,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
135,379,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
136,89,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
136,114,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
136,304,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
136,342,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
136,366,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
137,110,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
137,121,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
137,214,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
137,286,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
137,293,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
137,302,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
137,369,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
137,389,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,94,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,103,0,1.0,1.0,0.0,1,0,3.0,0.8571428571428571
138,140,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,205,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,210,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,212,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,247,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,276,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
138,292,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
138,374,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
138,377,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
138,393,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
139,224,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
139,225,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
139,340,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
140,17,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
140,47,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
140,54,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
140,134,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
140,255,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
140,258,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
140,282,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
140,335,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
140,407,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
140,409,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
141,78,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
141,165,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
141,185,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
141,371,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
142,17,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
142,47,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
142,54,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
142,134,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
142,255,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
142,258,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
142,282,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
142,335,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
142,407,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
142,409,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
143,40,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
143,196,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
143,226,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
143,264,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
143,281,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
143,405,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
143,416,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
144,178,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
144,211,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
145,40,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
145,196,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
145,226,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
145,264,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
145,281,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
145,405,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
145,416,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
146,42,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
146,72,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
146,126,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
146,207,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
146,219,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
146,221,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
146,271,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
146,413,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
147,17,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
147,47,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
147,54,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
147,134,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
147,255,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
147,258,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
147,282,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
147,335,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
147,407,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
147,409,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
148,18,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
148,20,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
148,88,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
148,90,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
148,216,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
148,331,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
149,77,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
149,86,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
149,208,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
149,310,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
149,390,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
149,395,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
150,238,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
151,397,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
152,148,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
152,198,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
152,270,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
152,312,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
152,424,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
153,123,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
153,222,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
154,80,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
154,268,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
155,3,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
155,178,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
155,211,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
155,399,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
156,55,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
156,232,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
156,251,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
156,388,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
157,171,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
157,179,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
157,386,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
158,9,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
158,151,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
158,237,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
158,242,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
158,246,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
158,278,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
158,345,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
158,356,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
158,404,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
159,176,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
159,330,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
159,356,0,0.0,1.0,0.0,1,0,2.0,0.5714285714285714
161,45,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
161,144,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
161,283,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
161,368,0,1.0,1.0,1.0,1,1,5.0,1.4285714285714286
161,410,1,1.0,1.0,1.0,1,1,6.0,1.7142857142857142
162,13,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
162,159,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
162,324,0,0.0,1.0,1.0,1,1,4.0,1.1428571428571428
162,344,1,1.0,1.0,1.0,1,0,5.0,1.4285714285714286
162,380,0,1.0,1.0,1.0,1,0,4.0,1.1428571428571428
162,400,0,0.0,1.0,1.0,1,0,3.0,0.8571428571428571
162,401,0,0.0,1.0,0.0,1,1,3.0,0.8571428571428571
